Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Species_Population
1,1.1239993893365035,1.7205612133676804,0.6051086457493943,1.4606940238479684,2.066270925488464,2.0675122326859703,0.9848983325542541,1.2896665703361292,1.1064503918794424,1.8376529280349476,0
0,1.207212842301022,1.9801637606164426,0.618598501082548,1.6866915058618726,2.3006509173965974,2.2987518269733433,1.0040874579432755,1.4120315340278524,1.1592315228239896,1.9064969974893724,0
1,1.1201977773812755,1.835314564635328,0.6036207936319729,1.545281480292477,2.1486795006716717,2.1495487252159893,0.9301160578921842,1.3131714980469762,1.05530476363362,1.9173793931626295,0
0,1.2303305172429324,1.9679140360727898,0.652691089150758,1.6236200727635741,2.2769843618555057,2.2748978314767636,1.0172010454342284,1.3963146195546055,1.1871992058347303,1.8507837980671498,0
0,1.214914739054054,1.9589031650153028,0.660942441489767,1.660602409002021,2.322903421223736,2.321747078874622,1.021242333521352,1.435236789910834,1.141842951638401,1.9093715742621415,0
1,1.0888017658004296,1.7652633203034667,0.5771136469326619,1.4820292521787586,2.060297980636964,2.0613788158370263,0.9290644620068821,1.3069018801791594,1.0330558000372052,1.8950820135103703,0
0,1.2037992748110604,1.8941167749816097,0.6148078084456824,1.5835201232880984,2.198162093945022,2.195224972027844,0.966156999698733,1.3627817033880414,1.1004049133751723,1.8260521015802682,0
1,1.1503914118895489,1.861883055176542,0.5997567303587202,1.5730113272773183,2.1735495166692456,2.173724577934208,0.9320310658475995,1.314692775676048,1.0773103740736536,1.8876409617802374,0
0,1.2147093050249373,1.9221103961467987,0.6552165010576886,1.6541666640793897,2.2947797629682904,2.2936593156343834,1.015448551718675,1.4217396352504232,1.1362252459976907,1.8912714574436094,0
1,1.136795975013048,1.7289691900266253,0.5885475046686411,1.4653268320017692,2.055621837558387,2.056931071638071,0.9501372903254054,1.2883109421156096,1.0614020248440135,1.8072928887927358,0
0,1.1686254994082368,1.8132676012557607,0.6207798050401959,1.5381396704256816,2.1627901069595588,2.154032021078945,0.9797200603567258,1.3461219976205023,1.0930690696712848,1.8439411629403846,0
1,1.145675645778712,1.8279269067611406,0.6027723987614456,1.5630735814994792,2.163467144984818,2.1595827083518597,0.9623093261074132,1.3466442884389667,1.0738430245465542,1.8926733259736197,0
0,1.2118240747137337,1.9736770060997761,0.6653259324649862,1.639845214076234,2.30755342761318,2.303414544627229,1.0312610748476376,1.4402751307506714,1.1679940208267643,1.901646640372786,0
1,1.108653940580598,1.8593449810287266,0.60768140715106,1.5861872331544484,2.187879700199407,2.191359295684483,0.9680389399264113,1.3354091073455023,1.095303727598249,1.9768915615508766,0
0,1.269271009941159,1.9797060708972716,0.667359685305344,1.684677376251923,2.35323795105025,2.3476673011432063,1.0388995656265736,1.449937291690673,1.166049428718709,1.8532523810825765,0
1,1.125620017844752,1.8293325065948562,0.6334100018876349,1.514036994001406,2.1483263516229183,2.14479612094743,0.9458422519525949,1.3114562179308031,1.0842354743800766,1.9083312691695329,0
0,1.2291190498239493,1.9525140745161327,0.6621214961977604,1.662231884041819,2.3236923692097635,2.322620821534418,1.0431926992526879,1.4327024577943788,1.1817403729853062,1.8900377413335003,0
1,1.1235326349792796,1.8351805182073615,0.5660209379442174,1.5776316978640663,2.1453269400598303,2.1430349054854956,0.9180272921339072,1.2993606428672146,1.0713081252952765,1.9092194766366584,0
0,1.2150231565066494,1.9464293702847575,0.6396295086087905,1.6931050832570609,2.3302568311362144,2.3274408670769957,0.991243887344288,1.4056468898819354,1.1182710610575295,1.9171106185996827,0
1,1.100417490702046,1.8352426804644284,0.5823536105136002,1.5488520305853304,2.134537286379662,2.1313144668297976,0.9123217961137842,1.292258445745769,1.0522087674587721,1.9367663498639645,0
0,1.2317930317293102,1.991512584019248,0.648509579305612,1.6913907370542347,2.340075938108826,2.339661415003361,1.0300322081495235,1.4180934334366715,1.1921585807923383,1.8974420262169867,0
1,1.1112009677948318,1.7115127709129452,0.5655259838062693,1.5224027179765067,2.0869868897983324,2.0836447036494863,0.9389692321771729,1.2772216446860527,1.0410016405176206,1.8745903346594488,0
0,1.2247630184235463,1.9893584369537494,0.6478271055185422,1.7033561549817908,2.3519123799179993,2.347161753646509,1.0221912929521646,1.4162947465133102,1.1696765737331491,1.919296237778011,0
1,1.1348578574259882,1.798073986987699,0.5893205926237081,1.5377709040356027,2.1273657113906683,2.1237422651301894,0.9185245485515415,1.3058132997228555,1.0253061348537806,1.8724516506772702,0
0,1.2810668547917499,2.0298595441457503,0.6647968963471378,1.6921560313226751,2.3602651790326417,2.35932700025616,1.0412113367010092,1.4562468235238617,1.1906705825677233,1.837976407460158,0
1,1.1368540383545107,1.7537803258676394,0.6005890962621345,1.4958837247860475,2.092875641275615,2.0935112610081954,0.9615098439096567,1.3042559423069895,1.0803634780048075,1.840355721473706,0
0,1.2401922241775052,1.9734476103331235,0.6536859157347789,1.6515740588562269,2.304732543771618,2.3062968820125445,1.0105495200238117,1.4150402896084415,1.146644744468704,1.8594063864982786,0
0,1.2332364671337543,1.931919606374954,0.628287132431577,1.6745582732636648,2.305554463984537,2.3019567151753555,1.0112374251567204,1.4116266322325086,1.1513151598346656,1.8684588606047563,0
1,1.1450579917318404,1.7816440062086123,0.604227335358187,1.489221406872264,2.096355182079496,2.0951557944095023,0.9338658105412545,1.3011362554035433,1.054987071691612,1.8309440402217585,0
0,1.2314031738444464,1.9874114578488336,0.6793972655762281,1.6537544891032194,2.331127747306054,2.3315514269956648,1.017862798304891,1.4118158064149946,1.183271666163395,1.894503196755616,0
1,1.137133440151868,1.8684461920046096,0.624450410781799,1.5667006980167366,2.191060907622907,2.190276040382764,0.9605398645004095,1.3387867638341413,1.1028945794523692,1.9269489475772796,0
0,1.2386808563358092,2.0105174105734958,0.6347452970617986,1.72856978109605,2.3624996456519973,2.3623605171307798,1.0428252829194957,1.4462952865874068,1.201535665977957,1.9055961814071323,0
0,1.13388489473112,1.7326101792787862,0.5952542672826925,1.4845583166655967,2.0807066049451945,2.0763829421797033,0.9220360607006577,1.2503055231768812,1.0604492805974965,1.8306066903519211,0
1,1.096789314458735,1.63674764920151,0.578273123472787,1.3917838358959305,1.9699505556243622,1.9657426971334753,0.8858838069520489,1.2085023122816296,0.9795473507110387,1.7924791839068996,0
0,1.152736945516913,1.8484032637703143,0.6007450697509444,1.5981532357551722,2.196979374544784,2.1922465856088715,0.9591179484950354,1.3138757371256329,1.1137682431796996,1.9049138737739308,0
1,1.0921144430945164,1.7136024163432275,0.5817623444431346,1.443664423669688,2.022954648860797,2.0205912810409377,0.8934242216959976,1.2254696479933331,1.0266591669241552,1.852862561605618,0
0,1.1423420939535165,1.6682111856900779,0.6306996968474605,1.354632086393774,1.9861860622622098,1.9850524614751845,0.9225393462995424,1.2250801334357204,1.044062596934722,1.7358175413131518,0
1,1.0744037942115672,1.7166334005298083,0.572193618400104,1.439119552177666,2.012293630695226,2.0096542223056018,0.8838399887628037,1.2368825081725778,0.9986872446247379,1.8723881821586723,0
0,1.1318228580277931,1.721967041200051,0.586859484914255,1.4487751817105514,2.0351822619570075,2.03484631286932,0.9152219602994749,1.2244228022693862,1.0544742724289198,1.7971306394630162,0
1,1.100887034288032,1.7410463718634297,0.5628334138035016,1.5012857167350715,2.0663002492301557,2.062899823836647,0.8624415817626209,1.2300999816116458,0.9935945389814186,1.873935617777638,0
0,1.1612566139426077,1.6864756272912804,0.570879783798924,1.4506533776194765,2.0235067522227017,2.020707154519014,0.8978584929283822,1.2257150761683575,1.00756483100808,1.740727422612279,0
1,1.0735684833975805,1.6818457337723898,0.5489706199444327,1.4356813733054998,1.9810807047177659,1.9807943534161152,0.8532377984704828,1.2000308673053364,0.9757916877126992,1.8475636683100551,0
1,1.0674907794860948,1.6189963993077363,0.536945842624592,1.3563486306492767,1.8952804002102916,1.8947280032597016,0.8447360401540216,1.1589711627690333,0.9696488988012006,1.7777029617414626,0
1,1.080608824503723,1.7213504419790937,0.5753979524900383,1.4732960907912465,2.0478277030286556,2.045240659521281,0.9103161563748419,1.2375105190675353,1.0487069050232718,1.8937409662494415,0
1,1.0709328730026073,1.6464932331328244,0.5410894306225674,1.4169908647097995,1.9613381689149698,1.9588593765153135,0.873544477835728,1.2118994539019248,0.9719224529766136,1.8268158560707173,0
1,1.0864338437059144,1.669713314013219,0.5218154355703623,1.4637634319952892,1.984863415022333,1.9840954818222303,0.8885693192977455,1.2272451545196936,1.0032698404370846,1.828911118845764,0
0,1.1569625071772711,1.8429164927464774,0.5727650520352427,1.6057082727836107,2.1765330264359735,2.1720358583948935,0.944618564492814,1.3175107216161923,1.0714898738054113,1.8817845455614846,0
1,1.0685427800009792,1.6642848160226542,0.5408143711294359,1.421749896736377,1.9646362403933506,1.9637941758794681,0.8818330456636502,1.2218683317348626,0.9970645422480179,1.8353827924698602,0
0,1.1453662760643213,1.8165659576948732,0.6097656679568124,1.5259788787954933,2.137868359544677,2.136146007292341,0.8968057814567797,1.2811838975197007,1.030270182529785,1.8627121906070474,0
1,1.103037654399724,1.7046239023515606,0.5697354546254995,1.4239559716301624,1.9943017013475504,1.9937328701320158,0.8666685295935588,1.2209804755336555,0.9858238657109173,1.8078885780907703,0
0,1.191520198112126,1.8563981214649836,0.6005120578919858,1.5762096384168593,2.1769445572946684,2.1765566339561304,0.946527103900331,1.3273730011754796,1.0671112299939103,1.827093831134684,0
1,1.068485472966536,1.6302024010472633,0.544254872560833,1.3593584777429342,1.9029151066828505,1.9005672815097752,0.8379982498302622,1.1777493685099785,0.9469744458317048,1.7806616807847375,0
0,1.1619799877922723,1.78489360882473,0.6023472035572903,1.520073025871878,2.1236199386319217,2.121692409400481,0.9445695630455692,1.311102667594224,1.0427569288855318,1.8283593496963264,0
1,1.0922971864616364,1.7171767188008507,0.5759410014717621,1.4385875533868384,2.0188215762177975,2.012776985542111,0.89071048694856,1.2374467083259548,1.0121130355770263,1.8437296156537502,0
0,1.1421696691347418,1.8671435866206627,0.6232226019366552,1.5663547346649267,2.1911408444648592,2.1898840372300623,0.9428868160330685,1.3282392173840287,1.0645485194134285,1.9180194027009139,0
1,1.0986975899600608,1.6721977948156157,0.5444998469116232,1.4224293644708723,1.9686287091516976,1.966184162463239,0.879749711561037,1.207547099653831,1.0078164657515196,1.7932539882762295,0
0,1.1750464610420615,1.8522144928537791,0.5961771191089552,1.564409855509097,2.1607403951107895,2.1594718304047875,0.9432680591314868,1.3330853763183572,1.0764153409346309,1.8374578013846188,0
1,1.078732228830149,1.6929701284864576,0.5767366770410632,1.4207363011413754,1.9954225747010628,1.9974663496836143,0.858977461530551,1.1998780772421085,0.9891974427803443,1.8525882849079804,0
0,1.180924776638833,1.8446516344768387,0.6048861004024533,1.509154252596767,2.1148707220977907,2.1172569841117244,0.9226159234014107,1.3210806709140714,1.0443314000647317,1.7909073242522626,0
1,1.0963663763429359,1.6908532084323629,0.5506004110222606,1.4546516304486445,2.002375797351452,2.0033461509233286,0.8906283562218323,1.2489076802723864,0.9847855274353118,1.8281210648509982,0
0,1.1526789481393818,1.7407623296713708,0.5824066137484909,1.5034188948481952,2.0878574514022694,2.084109884187955,0.9233405565501255,1.2650236007125224,1.0416794807843608,1.8085220468670071,0
1,1.10593144545079,1.7268394451636482,0.5830694114299847,1.4678408077765834,2.052069972621053,2.05026909791601,0.8929925416148093,1.2348001193313232,1.017498391019317,1.8541396609270846,0
0,1.1199809893424244,1.7762792838921069,0.5885113228823258,1.5203043277615036,2.1093247753861863,2.1043179831623333,0.9230393327465122,1.283545926324179,1.048229467288266,1.8828043650876805,0
1,1.1340388683724947,1.7112599322729554,0.5494953729084414,1.4641224542434992,2.015312308581534,2.015145766152285,0.8913923317996691,1.2301849856024385,1.0099394012095964,1.7779655842160622,0
0,1.2045710820587883,1.8463676220352678,0.6073438556035134,1.5585926264975785,2.167657213586231,2.1630364802093043,0.9187968352791183,1.3161601557844866,1.0402713454840697,1.7968553472971343,0
1,1.079717356194129,1.6845139594247012,0.55628470820146,1.4266376030260648,1.9801092205360442,1.9795804981019887,0.8817340303047977,1.2190040796668737,0.9843321005483616,1.8358953806254024,0
0,1.1292770661324567,1.8672934516852138,0.6200138696025007,1.5452187806594044,2.1628196824407286,2.1608336768241116,0.9268771695706011,1.3309660821324472,1.0502762069716807,1.9164590306103655,0
1,1.0695262144856519,1.685214271620075,0.5563639801721045,1.4195455342957053,1.9781076997518778,1.9756433082348375,0.877335144298923,1.2335625997432367,0.986265458630718,1.8468673261819595,0
1,1.112454271305113,1.7591772520949944,0.5621582381887936,1.4940770568321777,2.0538634093454706,2.0533520795203604,0.8826744158829929,1.2545208863373425,1.004640371927382,1.844328960370873,0
0,1.1546224446147841,1.6849513941201517,0.5606992257189778,1.507872004675388,2.0681791976681088,2.0668232965797793,0.9339718669053297,1.239770156043268,1.054799029654738,1.788141400429527,0
1,1.0339141658462738,1.695844247258013,0.55141823671888,1.4473539740988772,1.9968494981263656,1.9933321100298955,0.88284731309816,1.2249218736560001,1.0017995734490759,1.9299725851093419,0
0,1.1789625585496704,1.7566812272798913,0.5728897277285145,1.5309642450082726,2.1096799407974545,2.105078308922522,0.9202681538911052,1.2803864221919585,1.0060388055592049,1.7846328150313409,0
1,1.0813227658999631,1.6946133369721477,0.5592518916473275,1.4340483119852507,1.9929707612558172,1.991533947313134,0.8806553583081513,1.2216754836059924,0.9939565584343995,1.8438360555960793,0
0,1.2100786874924219,1.8883208832787104,0.6155978978026607,1.612050473759853,2.2316881313271804,2.2278680594168514,0.9321914947905151,1.3303751126270453,1.0657722986603881,1.839704268383573,0
1,1.0831252329790984,1.7494418027688052,0.5785839275044948,1.462799582829824,2.0408903797947904,2.0425897435261278,0.8830142018268471,1.2266757559444585,1.030059706958066,1.8835032242160927,0
0,1.1508069526233633,1.8752606746110476,0.5812989883140828,1.5820818812369821,2.16755733113786,2.162005960751472,0.9643768286990018,1.3600010298129865,1.0933611660869647,1.8802298017303063,0
1,1.059191254452871,1.65071559408764,0.5466792345717747,1.3896344455534226,1.937632671617957,1.934212977621625,0.8598356919154883,1.1921054281421795,0.9760032065138394,1.8276818640872419,0
0,1.1843522729343072,1.8763442236993702,0.6202955534477259,1.5622387504281428,2.184815691104922,2.184984262257831,0.9312674615088464,1.310138727026641,1.0736463827670926,1.8436843001875833,0
1,1.0465098121427436,1.6040644384323814,0.5493016622025658,1.3547727448909337,1.9003936672652684,1.9023330012022708,0.8425083045126991,1.1738591366592448,0.9382372654907598,1.8179781168507776,0
0,1.1650096635429172,1.8503028922187328,0.6325876288148738,1.540893582187117,2.175108820168707,2.174745644127643,0.955062575844541,1.3291699040267588,1.0917055673036313,1.8680728220256737,0
1,1.0664470443132215,1.5407065134071947,0.5505059424087234,1.3198434390993485,1.8749048336981888,1.8722270654170179,0.8786549337243859,1.1385572053438269,0.9854458365990121,1.7565361623432718,0
0,1.2326662307175944,1.932320085662745,0.6582248285346308,1.6097859569750959,2.2684270919887997,2.2643746218083387,0.978440141145784,1.36937105626512,1.136330709687239,1.8368310989648169,0
1,1.107665141425232,1.7006475098553382,0.5630031673299174,1.4386984953457371,2.0001221960674402,2.0014522474434386,0.8681802946244642,1.2158247560335997,0.9885628186712517,1.8079159609986086,0
0,1.12401601108967,1.6644849925254919,0.5965295396526548,1.3677305210086754,1.9632183953985882,1.9642977914574489,0.8982327215559405,1.2128698579392474,1.0200613242114476,1.7466222690833846,0
1,1.069350146661895,1.7254810961401021,0.542854000413018,1.4712983317737556,2.015912937191225,2.012015474559813,0.8939959027983394,1.2329442825486183,1.0327628363728063,1.885880248043466,0
1,1.0994823941322776,1.558798592630705,0.5284444049128978,1.3697330465629625,1.8977315260177416,1.899302549078548,0.8653250151977858,1.1553440163965725,0.9818418941983116,1.7253282226339621,0
0,1.0609302303967814,1.609447278637046,0.5189763554962897,1.4119175788756786,1.9302615705445814,1.9294088919737529,0.8460822513201027,1.1945924297547117,0.9216457594510066,1.8135633891479264,0
1,0.9882710616199415,1.5310797053165377,0.5067537302689541,1.3216045977043989,1.82924553951737,1.826054197291927,0.8148194023422748,1.1250943908225708,0.9061678437106647,1.848624533467575,0
0,1.0478463164043434,1.483906527118508,0.5173519307310496,1.2993545441998597,1.8198988982181477,1.8163869632391498,0.8338348424346963,1.1124862970449785,0.9187519209023893,1.7338668940314663,0
1,1.0113135666063318,1.5256226233485366,0.5031510928545267,1.3301884338464967,1.8303477749892079,1.8330755285359828,0.8291768485048763,1.1342336763695078,0.9168135352472014,1.812164798964532,0
0,1.1010556955631314,1.6589280941502609,0.5433537381731012,1.4210505807630411,1.9653907415814038,1.9658872206999596,0.8756829108030556,1.2116807717401985,0.9804690238628866,1.7836791171463307,0
1,1.0300536939340572,1.570649096933997,0.5307847353195857,1.353934082412749,1.8868091244602612,1.8840289760204691,0.8311133639851521,1.147529184523731,0.926095065757369,1.8279010369333926,0
0,1.0925672654959995,1.6903155300558212,0.5661917762895436,1.4396462737002036,2.0047647202249848,2.004724339339256,0.8913632752662477,1.2326238322154701,1.009661370227481,1.832882336526211,0
1,1.0415987369103519,1.5722283417206224,0.5318823685552798,1.33768808780254,1.8683567714999094,1.8678809370931284,0.8195147180183138,1.1288578038657318,0.9360664065744617,1.7966421954130747,0
0,1.1552258532126323,1.7393564887280246,0.5842552797833668,1.4600680793546237,2.0455401209707684,2.045939927792321,0.896941186885633,1.2586755537054726,1.008619190429665,1.7705869591746575,0
1,1.0425523596381616,1.5373053657809594,0.5099570694027202,1.3478144475620906,1.8549174438237572,1.8545025604045908,0.8444026675900349,1.162737573061899,0.9297198381363535,1.7767051366419573,0
0,1.0940640107247717,1.6124495689805391,0.5207216113169884,1.4056461920039431,1.9243113247454406,1.92548998544205,0.8515611416782419,1.1871736565665303,0.9416384101855442,1.7588772739003797,0
1,1.048631970309774,1.5911701153722078,0.5445604446919,1.3518467406346608,1.896778099464048,1.8967462284156786,0.8323785870980956,1.1502429106300627,0.9429339073274505,1.8092236216607094,0
0,1.0837103870181621,1.6498727997617852,0.5440034640484512,1.438354756876318,1.9850930860966447,1.9830073679360558,0.8545866147166246,1.1986001542941955,0.9634569484434835,1.8289250842011633,0
1,1.0112327264313012,1.5400015370202587,0.47199844010955927,1.357954506778906,1.8276714006126717,1.8301171662450193,0.8032772064118243,1.12492980240116,0.9046981517185593,1.8072231365508384,0
0,1.0821486691789746,1.5398158505869293,0.5367991870623793,1.3130828515395712,1.8483405121048875,1.8469200598460387,0.8373918370834709,1.1077434129363266,0.9669111861188058,1.7098096314489406,0
1,1.0415241414388476,1.5798826403886208,0.516658105768909,1.3714909594278446,1.890264541368541,1.8881991491324468,0.8372319193870096,1.1443597612639222,0.959796159337588,1.8140592985954003,0
1,1.0330186834719617,1.5526882152154546,0.5156200444993898,1.3628520110627793,1.87959343767549,1.8757593703166655,0.7982416890532865,1.1154681266901376,0.918090060953621,1.8163098578304804,0
0,1.1313165798521025,1.6793353176701329,0.539205305917866,1.4734627942627965,2.010625881952495,2.0064239212083774,0.9006453723138855,1.246566642103208,1.0033085842218998,1.776301753062788,0
1,1.021558426026364,1.4322442421490644,0.483975551995351,1.241168315314737,1.7235319008301573,1.7213119223744255,0.81721709043482,1.0832506286873067,0.9058144279933298,1.6868195467972298,0
0,1.1204778530333888,1.6576021378397654,0.5451211033436631,1.4506633662537087,1.9960375613227062,1.9938441629069255,0.885191421876898,1.228852381482008,0.9753694564986151,1.7824150382000827,0
1,1.0185337325579014,1.479675964606434,0.4866469339151639,1.3093078634003303,1.7933185721195029,1.7925623923576592,0.7921924251216094,1.1004412184513312,0.8904698400444387,1.7567635499638345,0
0,1.1077324867014686,1.686957767898665,0.5343208150785921,1.4597599053419499,1.993760302112515,1.9895568113666242,0.8656754755224267,1.2318335999945678,0.9548238465042812,1.7978693539365806,0
1,1.0447567908552624,1.5173353645402192,0.49031201466129926,1.328695941267735,1.8215099768262777,1.8212675769306783,0.8401661267181605,1.1606200003851834,0.9172227910490687,1.7399934820562637,0
0,1.105516735073271,1.5932347003207583,0.5389148768558103,1.3782025267332971,1.918866178895886,1.9154609742165392,0.8637960922711068,1.1530688223269305,0.9957421124424511,1.733913738265144,0
1,1.0388790180658711,1.5662112832548771,0.5305625135315609,1.3155748528792508,1.8460664706553431,1.8516301677632165,0.8079257845987633,1.0975222065797046,0.9423386745936976,1.778807868647728,0
0,1.0985109445789907,1.6402173480031434,0.5887640254528633,1.362887592507525,1.9550222046937242,1.9518243669528046,0.8560834149453133,1.1660387725369215,0.9784876055983258,1.7777742569213246,0
1,1.0408862643363237,1.564219447463943,0.49197868794028965,1.3844493810611505,1.8762729077077676,1.8750820878152892,0.8385596474715338,1.1549708706380157,0.9432560433913251,1.7991349870521738,0
0,1.094105983506921,1.6776989710442138,0.5339650338295939,1.466817457193834,1.9974019936713654,1.9944346581446342,0.8773828771893698,1.2021709419737845,0.9891234700860615,1.8270169857039598,0
1,0.9872799500507733,1.4958145289594151,0.4804126781694249,1.3611751606241522,1.838639927222935,1.8401945569627394,0.7953462152776782,1.0904854624446672,0.9062130651942448,1.8641787220470676,0
0,1.103753800501148,1.6648399893133674,0.5314162538262687,1.4615133904846243,1.9926781440659425,1.9913748072748017,0.8769003274407392,1.2170761428503944,0.9871675597488648,1.8003764501758561,0
1,1.0579655537108055,1.490235690999252,0.5395295915354934,1.2790334205779883,1.8152748110149204,1.8154564819778276,0.809959371751504,1.0752794654450597,0.9281096484545293,1.71726170090931,0
0,1.1075751048523657,1.6678182792888228,0.5439060444481107,1.4570635517577586,1.9982108724523788,2.0010758481855375,0.8976274426527618,1.2377518581083995,0.9935155338383389,1.8079364598781382,0
1,1.037351587105246,1.4752300674166727,0.4869826910662499,1.2878147091576875,1.7715763920488272,1.770967285956025,0.800061631064413,1.0814086709721489,0.9077695887510613,1.7073720315837981,0
0,1.057347763843313,1.5592183749805975,0.5284270107721025,1.3654454981175068,1.8942481335748564,1.895124262294294,0.8393998547469392,1.1476114291458979,0.9267354780103683,1.7893414358654949,0
0,1.136843893622552,1.6697735464244232,0.5568409671426543,1.4342980369590868,1.9929334138626227,1.9897940583410343,0.8804870341301474,1.2195170883610174,0.989037704635496,1.74780359872603,0
1,0.9772819821536273,1.44981270675754,0.48544146637508734,1.2523288427518868,1.7357584109189113,1.7356118787847787,0.7869852516593181,1.0778854210962772,0.8755097227082915,1.7776451831164124,0
0,1.1423047414844147,1.7304011303502436,0.5348596955190127,1.501686335549351,2.0356908001038727,2.0352713300920238,0.8943430125825053,1.2542423447038953,1.0102579999967696,1.7787521960234651,0
1,0.9919527501314847,1.4680094361588607,0.5099461512661191,1.248507616433449,1.7589705162897558,1.7550071239640173,0.7970607869867566,1.0847584758294049,0.8751521818278729,1.7714728576269811,0
0,1.023011441303432,1.556058524488508,0.5713553084072728,1.295612232468918,1.8692532959295705,1.8671990550489233,0.8275668480010766,1.1168461739441105,0.9372646680114827,1.8238777291417472,0
1,1.0303136501505468,1.5843596652691938,0.5235096536956532,1.3539481730604195,1.8789515492958304,1.8782437526278486,0.8142199511508826,1.124773790743926,0.933720242417064,1.824373880644272,0
0,1.1197731555585078,1.540337795843849,0.5265188171671902,1.3393997175516508,1.8686703784376326,1.8695819264361442,0.8607224197051243,1.1235914788061943,0.9962915236960556,1.6672348360595965,0
1,0.9803479228941993,1.5084497926974232,0.4815698811360389,1.3189258286821428,1.800004013644557,1.79795852689596,0.8037378657859154,1.1121677573423934,0.8998387667330203,1.834743395540434,0
0,1.1219858320545821,1.6460923839159987,0.5876483662246151,1.375310585203345,1.9628603084196619,1.9611531167476812,0.8870581306346291,1.190761411946558,0.9942489656399437,1.7479325097045089,0
1,1.0139907129714212,1.5585962635880057,0.5120176231857403,1.3393290840535528,1.847804139890392,1.84929352508093,0.8525117476671771,1.1539125992306447,0.9557184260157311,1.8251696077931232,0
0,1.1614344900804425,1.6879506636636252,0.5586035333622383,1.4568301860574908,2.0124952196194252,2.011221461273703,0.8434081858327025,1.197297934444242,0.9614457460212018,1.731765148330994,0
1,1.0557691301150915,1.607207431031602,0.5254484756895395,1.3783960811850653,1.9008931789107406,1.8986594828786256,0.846352826465805,1.165108502596417,0.9554024170969796,1.8012442418643084,0
0,1.0946842040677902,1.5409924857623474,0.5205506307410485,1.3171121363832707,1.8363129939876945,1.833354771372285,0.8347906431515187,1.1053934321353267,0.946822547763425,1.6753411574260726,0
