Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Species_Population
1,1.145,1.828,0.602,1.564,2.166,2.164,0.963,1.347,1.073,1.891,0
0,1.212,1.975,0.666,1.64,2.306,2.305,1.031,1.439,1.166,1.901,0
1,1.108,1.861,0.608,1.584,2.191,2.19,0.968,1.333,1.096,1.976,0
0,1.269,1.98,0.667,1.685,2.353,2.351,1.039,1.451,1.167,1.853,0
1,1.126,1.829,0.634,1.515,2.149,2.148,0.945,1.31,1.084,1.908,0
0,1.229,1.951,0.662,1.663,2.325,2.323,1.044,1.432,1.183,1.89,0
1,1.123,1.836,0.566,1.579,2.145,2.144,0.918,1.3,1.071,1.909,0
0,1.215,1.946,0.64,1.692,2.332,2.33,0.99,1.408,1.118,1.917,0
1,1.1,1.834,0.582,1.55,2.132,2.131,0.913,1.292,1.052,1.938,0
0,1.232,1.991,0.648,1.691,2.339,2.339,1.03,1.418,1.191,1.899,0
1,1.111,1.712,0.566,1.522,2.087,2.084,0.939,1.277,1.041,1.875,0
0,1.225,1.987,0.648,1.702,2.35,2.349,1.022,1.418,1.17,1.918,0
1,1.134,1.797,0.589,1.538,2.128,2.125,0.918,1.306,1.026,1.873,0
0,1.282,2.031,0.665,1.695,2.359,2.359,1.041,1.456,1.191,1.839,0
1,1.138,1.755,0.6,1.495,2.095,2.094,0.961,1.304,1.082,1.84,0
0,1.24,1.972,0.654,1.652,2.306,2.305,1.01,1.417,1.148,1.859,0
0,1.233,1.935,0.629,1.676,2.306,2.304,1.012,1.41,1.152,1.868,0
1,1.145,1.782,0.605,1.49,2.096,2.095,0.934,1.3,1.055,1.83,0
0,1.232,1.986,0.679,1.655,2.333,2.333,1.017,1.413,1.183,1.894,0
1,1.137,1.868,0.624,1.569,2.193,2.192,0.96,1.339,1.102,1.927,0
0,1.239,2.012,0.635,1.729,2.364,2.362,1.043,1.447,1.201,1.906,0
0,1.134,1.732,0.595,1.483,2.078,2.076,0.922,1.25,1.06,1.831,0
1,1.097,1.636,0.578,1.391,1.969,1.966,0.886,1.209,0.98,1.792,0
0,1.152,1.849,0.6,1.598,2.197,2.194,0.958,1.314,1.114,1.905,0
1,1.091,1.716,0.582,1.441,2.023,2.022,0.893,1.224,1.026,1.853,0
0,1.143,1.664,0.632,1.354,1.986,1.985,0.924,1.225,1.043,1.736,0
1,1.073,1.717,0.572,1.439,2.011,2.011,0.883,1.235,0.999,1.873,0
0,1.132,1.723,0.587,1.449,2.035,2.035,0.915,1.225,1.056,1.797,0
1,1.101,1.74,0.563,1.502,2.065,2.063,0.863,1.229,0.994,1.874,0
0,1.161,1.688,0.571,1.45,2.021,2.02,0.897,1.226,1.006,1.74,0
1,1.072,1.682,0.549,1.433,1.982,1.981,0.853,1.199,0.976,1.848,0
1,1.066,1.62,0.537,1.357,1.894,1.893,0.845,1.159,0.97,1.777,0
1,1.081,1.722,0.575,1.473,2.049,2.047,0.91,1.238,1.049,1.893,0
1,1.071,1.645,0.541,1.418,1.96,1.959,0.873,1.211,0.972,1.828,0
1,1.086,1.67,0.522,1.464,1.986,1.985,0.889,1.228,1.005,1.829,0
0,1.157,1.841,0.573,1.606,2.178,2.176,0.945,1.319,1.07,1.881,0
1,1.069,1.666,0.542,1.423,1.965,1.963,0.882,1.221,0.997,1.836,0
0,1.145,1.819,0.61,1.526,2.136,2.135,0.896,1.281,1.029,1.864,0
1,1.103,1.706,0.57,1.425,1.994,1.994,0.867,1.219,0.986,1.808,0
0,1.192,1.854,0.601,1.577,2.178,2.178,0.946,1.329,1.067,1.827,0
1,1.068,1.631,0.545,1.358,1.902,1.902,0.839,1.18,0.947,1.78,0
0,1.162,1.784,0.602,1.521,2.123,2.122,0.944,1.311,1.041,1.827,0
1,1.091,1.717,0.575,1.439,2.015,2.014,0.891,1.237,1.011,1.845,0
0,1.142,1.869,0.623,1.568,2.191,2.19,0.943,1.33,1.064,1.918,0
1,1.098,1.672,0.545,1.424,1.969,1.967,0.879,1.207,1.007,1.792,0
0,1.175,1.85,0.597,1.564,2.161,2.16,0.944,1.333,1.076,1.838,0
1,1.077,1.694,0.577,1.42,1.997,1.997,0.86,1.2,0.99,1.853,0
0,1.181,1.845,0.605,1.51,2.116,2.115,0.923,1.32,1.046,1.791,0
1,1.096,1.689,0.551,1.454,2.003,2.003,0.89,1.248,0.984,1.828,0
0,1.152,1.74,0.583,1.504,2.087,2.085,0.923,1.265,1.042,1.81,0
1,1.106,1.727,0.584,1.469,2.053,2.051,0.892,1.235,1.019,1.854,0
0,1.12,1.776,0.588,1.52,2.108,2.108,0.923,1.283,1.048,1.882,0
1,1.134,1.711,0.55,1.466,2.016,2.015,0.891,1.23,1.011,1.777,0
0,1.205,1.845,0.608,1.559,2.167,2.166,0.918,1.317,1.039,1.797,0
1,1.079,1.684,0.556,1.426,1.981,1.981,0.882,1.22,0.984,1.836,0
0,1.13,1.866,0.619,1.544,2.163,2.163,0.926,1.331,1.051,1.915,0
1,1.07,1.688,0.557,1.42,1.977,1.977,0.878,1.236,0.986,1.847,0
1,1.114,1.758,0.561,1.494,2.054,2.053,0.882,1.256,1.005,1.844,0
0,1.154,1.685,0.561,1.508,2.068,2.066,0.934,1.241,1.055,1.79,0
1,1.033,1.694,0.551,1.445,1.996,1.994,0.883,1.225,1.001,1.93,0
0,1.179,1.756,0.573,1.532,2.106,2.105,0.92,1.281,1.008,1.785,0
1,1.081,1.698,0.56,1.435,1.994,1.994,0.88,1.221,0.994,1.844,0
0,1.211,1.89,0.616,1.613,2.228,2.228,0.931,1.33,1.067,1.84,0
1,1.082,1.748,0.579,1.463,2.042,2.039,0.884,1.227,1.03,1.884,0
0,1.151,1.876,0.582,1.584,2.167,2.165,0.964,1.359,1.093,1.881,0
1,1.059,1.65,0.547,1.388,1.935,1.934,0.859,1.193,0.975,1.827,0
0,1.184,1.873,0.621,1.564,2.184,2.184,0.932,1.311,1.074,1.844,0
1,1.046,1.604,0.549,1.354,1.903,1.902,0.843,1.175,0.938,1.818,0
0,1.164,1.852,0.632,1.543,2.176,2.175,0.955,1.329,1.091,1.868,0
1,1.066,1.543,0.551,1.321,1.873,1.872,0.879,1.139,0.987,1.756,0
0,1.233,1.935,0.657,1.61,2.266,2.266,0.978,1.368,1.135,1.837,0
1,1.107,1.702,0.564,1.439,2.003,2.001,0.867,1.215,0.988,1.807,0
0,1.124,1.666,0.597,1.367,1.964,1.963,0.898,1.213,1.02,1.747,0
1,1.068,1.728,0.543,1.472,2.015,2.014,0.895,1.234,1.034,1.886,0
1,1.1,1.562,0.529,1.369,1.898,1.897,0.866,1.156,0.981,1.725,0
0,1.062,1.609,0.519,1.411,1.93,1.929,0.847,1.195,0.922,1.815,0
1,0.988,1.531,0.507,1.322,1.829,1.826,0.815,1.127,0.908,1.848,0
0,1.048,1.484,0.517,1.3,1.818,1.815,0.833,1.112,0.919,1.733,0
1,1.011,1.526,0.503,1.33,1.833,1.833,0.829,1.134,0.916,1.813,0
0,1.1,1.66,0.544,1.422,1.966,1.964,0.876,1.212,0.982,1.784,0
1,1.03,1.571,0.53,1.355,1.885,1.884,0.831,1.148,0.926,1.828,0
0,1.093,1.689,0.565,1.44,2.004,2.003,0.891,1.234,1.011,1.833,0
1,1.041,1.57,0.532,1.339,1.871,1.87,0.819,1.128,0.936,1.796,0
0,1.155,1.739,0.585,1.459,2.044,2.044,0.898,1.259,1.011,1.769,0
1,1.044,1.537,0.509,1.347,1.856,1.854,0.846,1.162,0.928,1.777,0
0,1.094,1.613,0.52,1.405,1.926,1.925,0.851,1.189,0.941,1.759,0
1,1.048,1.592,0.545,1.353,1.897,1.896,0.831,1.149,0.942,1.809,0
0,1.083,1.648,0.544,1.439,1.983,1.982,0.855,1.198,0.964,1.83,0
1,1.011,1.539,0.471,1.358,1.83,1.829,0.804,1.126,0.905,1.808,0
0,1.081,1.539,0.537,1.313,1.85,1.849,0.838,1.107,0.966,1.71,0
1,1.041,1.58,0.517,1.371,1.888,1.887,0.837,1.143,0.96,1.813,0
1,1.033,1.551,0.515,1.363,1.878,1.877,0.797,1.115,0.919,1.817,0
0,1.131,1.679,0.539,1.472,2.011,2.01,0.901,1.247,1.003,1.777,0
1,1.021,1.434,0.484,1.241,1.725,1.724,0.817,1.083,0.906,1.688,0
0,1.119,1.656,0.545,1.451,1.995,1.994,0.885,1.229,0.976,1.783,0
1,1.02,1.48,0.487,1.308,1.795,1.793,0.792,1.1,0.89,1.757,0
0,1.108,1.685,0.534,1.46,1.993,1.993,0.865,1.233,0.954,1.798,0
1,1.045,1.516,0.49,1.33,1.82,1.82,0.84,1.159,0.917,1.74,0
0,1.105,1.595,0.539,1.379,1.918,1.917,0.863,1.152,0.997,1.735,0
1,1.039,1.565,0.531,1.317,1.848,1.848,0.808,1.098,0.943,1.778,0
0,1.098,1.636,0.589,1.365,1.953,1.952,0.855,1.168,0.978,1.778,0
1,1.041,1.563,0.492,1.384,1.876,1.874,0.839,1.154,0.943,1.8,0
0,1.094,1.676,0.534,1.467,2.0,2.0,0.877,1.2,0.99,1.827,0
1,0.987,1.494,0.481,1.36,1.841,1.84,0.794,1.091,0.908,1.865,0
0,1.105,1.667,0.531,1.461,1.992,1.991,0.877,1.217,0.988,1.801,0
1,1.058,1.491,0.54,1.279,1.818,1.817,0.811,1.075,0.928,1.717,0
0,1.107,1.668,0.544,1.457,2.0,2.0,0.897,1.239,0.996,1.808,0
1,1.037,1.475,0.487,1.287,1.773,1.769,0.8,1.082,0.908,1.707,0
0,1.058,1.559,0.528,1.367,1.894,1.893,0.839,1.148,0.927,1.789,0
0,1.138,1.669,0.558,1.433,1.991,1.989,0.881,1.218,0.99,1.748,0
1,0.977,1.451,0.487,1.251,1.737,1.735,0.787,1.077,0.874,1.777,0
0,1.143,1.731,0.535,1.502,2.035,2.034,0.896,1.253,1.011,1.779,0
1,0.992,1.466,0.51,1.249,1.76,1.757,0.797,1.085,0.875,1.772,0
0,1.023,1.557,0.572,1.296,1.868,1.866,0.828,1.118,0.938,1.824,0
1,1.03,1.586,0.524,1.355,1.878,1.878,0.814,1.125,0.934,1.823,0
0,1.12,1.541,0.527,1.342,1.869,1.868,0.861,1.124,0.995,1.667,0
1,0.98,1.506,0.481,1.319,1.8,1.798,0.804,1.113,0.9,1.835,0
0,1.121,1.648,0.587,1.375,1.961,1.96,0.887,1.192,0.994,1.748,0
1,1.013,1.559,0.512,1.34,1.85,1.849,0.853,1.155,0.956,1.825,0
0,1.162,1.69,0.558,1.456,2.014,2.011,0.845,1.197,0.962,1.731,0
1,1.056,1.607,0.525,1.377,1.902,1.901,0.846,1.164,0.954,1.801,0
0,1.094,1.538,0.52,1.316,1.836,1.833,0.835,1.106,0.946,1.675,0
1,1.013,1.446,0.532,1.219,1.751,1.749,0.803,1.062,0.9,1.727,0
0,1.076,1.523,0.542,1.277,1.817,1.817,0.826,1.128,0.913,1.688,0
1,1.01,1.463,0.498,1.259,1.757,1.754,0.831,1.088,0.952,1.737,0
0,1.145,1.698,0.567,1.469,2.035,2.034,0.867,1.217,0.979,1.777,0
1,1.059,1.478,0.533,1.248,1.78,1.78,0.808,1.043,0.941,1.681,0
0,1.066,1.414,0.516,1.139,1.654,1.652,0.813,1.114,0.845,1.55,0
1,0.974,1.482,0.543,1.177,1.72,1.719,0.762,1.041,0.884,1.764,0
0,1.025,1.497,0.518,1.258,1.776,1.775,0.788,1.059,0.924,1.731,0
1,1.027,1.554,0.511,1.336,1.847,1.847,0.846,1.16,0.934,1.797,0
1,1.049,1.478,0.483,1.274,1.757,1.756,0.831,1.089,0.939,1.674,0
0,1.166,1.91,0.578,1.675,2.254,2.252,0.982,1.381,1.123,1.932,1
1,1.105,1.768,0.601,1.531,2.132,2.132,0.963,1.315,1.072,1.929,1
0,1.174,1.829,0.622,1.549,2.17,2.17,0.997,1.36,1.117,1.848,1
1,1.086,1.7,0.595,1.505,2.1,2.098,0.937,1.251,1.056,1.932,1
0,1.199,1.864,0.585,1.659,2.244,2.242,1.009,1.376,1.142,1.87,1
0,1.186,1.872,0.628,1.571,2.199,2.199,1.002,1.356,1.143,1.854,1
1,1.121,1.781,0.621,1.518,2.139,2.138,0.975,1.308,1.103,1.907,1
0,1.176,1.872,0.63,1.579,2.207,2.207,0.966,1.345,1.103,1.876,1
1,1.064,1.747,0.601,1.465,2.066,2.066,0.974,1.293,1.106,1.941,1
0,1.147,1.831,0.595,1.566,2.161,2.16,0.996,1.359,1.106,1.883,1
1,1.102,1.753,0.593,1.466,2.06,2.059,0.924,1.262,1.055,1.869,1
0,1.191,1.83,0.611,1.572,2.182,2.181,1.009,1.33,1.187,1.831,1
1,1.144,1.775,0.614,1.5,2.114,2.113,0.942,1.263,1.086,1.847,1
0,1.156,1.923,0.69,1.577,2.266,2.265,1.007,1.38,1.14,1.959,1
1,1.124,1.775,0.6,1.538,2.138,2.137,0.99,1.331,1.096,1.901,1
0,1.191,1.824,0.599,1.61,2.209,2.207,1.015,1.359,1.135,1.854,1
1,1.148,1.822,0.619,1.567,2.185,2.184,0.986,1.342,1.104,1.903,1
0,1.215,1.919,0.655,1.672,2.327,2.327,1.016,1.384,1.145,1.916,1
1,1.162,1.795,0.601,1.548,2.149,2.149,1.007,1.332,1.131,1.85,1
0,1.199,1.93,0.63,1.661,2.29,2.29,1.004,1.412,1.138,1.91,1
1,1.127,1.77,0.611,1.543,2.154,2.152,0.976,1.311,1.105,1.91,1
0,1.157,1.843,0.654,1.527,2.182,2.181,1.0,1.339,1.145,1.886,1
1,1.117,1.718,0.554,1.513,2.067,2.065,0.942,1.253,1.076,1.848,1
0,1.143,1.826,0.615,1.585,2.201,2.2,0.997,1.346,1.135,1.924,1
1,1.09,1.714,0.551,1.542,2.093,2.092,0.972,1.301,1.067,1.92,1
0,1.141,1.8,0.603,1.574,2.177,2.176,0.993,1.344,1.11,1.907,1
1,1.108,1.832,0.623,1.571,2.193,2.193,0.95,1.299,1.093,1.978,1
0,1.185,1.878,0.615,1.625,2.24,2.239,1.006,1.362,1.156,1.889,1
1,1.091,1.721,0.581,1.465,2.046,2.045,0.941,1.268,1.058,1.874,1
0,1.218,1.871,0.601,1.579,2.181,2.18,0.974,1.318,1.147,1.79,1
1,1.159,1.78,0.586,1.563,2.149,2.147,0.969,1.304,1.097,1.853,1
0,1.149,1.922,0.595,1.683,2.277,2.276,0.996,1.344,1.172,1.981,1
1,1.14,1.72,0.565,1.511,2.076,2.075,0.94,1.275,1.031,1.821,1
0,1.186,1.86,0.624,1.594,2.217,2.217,1.0,1.351,1.14,1.869,1
1,1.11,1.685,0.597,1.452,2.05,2.048,0.93,1.214,1.069,1.846,1
0,1.237,1.962,0.678,1.63,2.308,2.306,1.011,1.403,1.156,1.865,1
1,1.129,1.672,0.555,1.457,2.011,2.009,0.923,1.257,1.015,1.78,1
0,1.279,1.855,0.617,1.654,2.271,2.271,1.015,1.384,1.124,1.775,1
1,1.128,1.771,0.601,1.546,2.148,2.146,1.0,1.308,1.134,1.902,1
0,1.175,1.769,0.574,1.582,2.157,2.155,0.988,1.331,1.091,1.833,1
1,1.114,1.781,0.595,1.527,2.121,2.121,0.982,1.329,1.093,1.904,1
0,1.144,1.838,0.601,1.596,2.197,2.196,0.974,1.327,1.106,1.919,1
1,1.147,1.749,0.617,1.519,2.137,2.136,0.98,1.302,1.101,1.863,1
0,1.189,1.859,0.631,1.595,2.226,2.224,1.017,1.388,1.132,1.87,1
1,1.097,1.718,0.605,1.434,2.039,2.039,0.951,1.296,1.03,1.859,1
0,1.188,1.901,0.623,1.627,2.25,2.25,1.042,1.41,1.168,1.893,1
1,1.135,1.756,0.569,1.543,2.113,2.112,0.958,1.297,1.076,1.861,1
0,1.178,1.839,0.609,1.596,2.204,2.203,0.966,1.333,1.099,1.87,1
1,1.052,1.613,0.587,1.361,1.948,1.946,0.864,1.164,0.98,1.849,1
0,1.201,1.983,0.655,1.652,2.308,2.307,1.053,1.425,1.221,1.921,1
1,1.087,1.69,0.568,1.466,2.034,2.033,0.952,1.257,1.082,1.871,1
0,1.175,1.828,0.556,1.647,2.203,2.201,0.997,1.318,1.169,1.872,1
1,1.135,1.741,0.583,1.539,2.123,2.122,0.971,1.293,1.083,1.869,1
0,1.222,1.916,0.644,1.627,2.271,2.27,1.052,1.423,1.169,1.858,1
1,1.143,1.797,0.565,1.575,2.14,2.138,0.988,1.319,1.127,1.871,1
0,1.195,1.921,0.685,1.571,2.256,2.255,1.027,1.398,1.158,1.887,1
1,1.14,1.796,0.616,1.526,2.143,2.142,0.986,1.317,1.11,1.879,1
1,1.116,1.764,0.577,1.513,2.09,2.089,0.96,1.289,1.083,1.871,1
0,1.12,1.713,0.543,1.515,2.058,2.056,0.942,1.279,1.03,1.835,1
1,1.057,1.612,0.557,1.377,1.934,1.932,0.889,1.176,0.995,1.827,1
0,1.163,1.765,0.578,1.555,2.133,2.132,0.94,1.281,1.065,1.833,1
1,1.066,1.6,0.552,1.344,1.896,1.896,0.898,1.2,0.99,1.778,1
0,1.139,1.777,0.589,1.545,2.135,2.135,0.924,1.261,1.072,1.874,1
1,1.096,1.586,0.55,1.384,1.934,1.933,0.897,1.172,1.013,1.763,1
0,1.131,1.748,0.577,1.539,2.116,2.116,0.942,1.256,1.087,1.871,1
1,1.088,1.643,0.571,1.381,1.953,1.952,0.865,1.179,0.99,1.794,1
0,1.133,1.66,0.598,1.405,2.003,2.002,0.903,1.232,0.996,1.767,1
1,1.058,1.525,0.561,1.343,1.902,1.902,0.875,1.158,0.966,1.797,1
1,1.073,1.541,0.585,1.283,1.868,1.867,0.857,1.136,0.963,1.741,1
0,1.121,1.728,0.575,1.482,2.058,2.058,0.915,1.251,1.033,1.835,1
1,1.074,1.605,0.542,1.396,1.938,1.938,0.859,1.172,0.961,1.803,1
0,1.11,1.68,0.586,1.476,2.062,2.06,0.925,1.268,1.0,1.856,1
1,1.092,1.601,0.559,1.378,1.936,1.935,0.877,1.168,1.002,1.772,1
0,1.174,1.741,0.624,1.434,2.058,2.057,0.941,1.272,1.067,1.752,1
1,1.042,1.562,0.575,1.327,1.902,1.898,0.891,1.18,0.989,1.822,1
0,1.142,1.745,0.61,1.486,2.096,2.094,0.946,1.276,1.066,1.834,1
1,1.138,1.725,0.624,1.41,2.034,2.034,0.912,1.223,1.055,1.787,1
0,1.162,1.738,0.576,1.49,2.066,2.065,0.898,1.21,1.049,1.777,1
1,1.087,1.558,0.494,1.358,1.851,1.849,0.873,1.168,0.968,1.701,1
0,1.131,1.746,0.621,1.46,2.08,2.08,0.907,1.248,1.039,1.839,1
1,1.076,1.623,0.563,1.376,1.939,1.937,0.902,1.209,1.018,1.801,1
0,1.107,1.708,0.571,1.452,2.023,2.023,0.913,1.248,1.035,1.827,1
1,1.085,1.563,0.53,1.344,1.874,1.873,0.86,1.145,0.97,1.727,1
0,1.165,1.746,0.605,1.463,2.068,2.067,0.94,1.26,1.068,1.774,1
1,1.105,1.598,0.559,1.391,1.95,1.949,0.915,1.204,1.009,1.763,1
0,1.124,1.75,0.601,1.501,2.102,2.101,0.91,1.246,1.035,1.869,1
1,1.142,1.704,0.585,1.454,2.039,2.038,0.937,1.234,1.067,1.784,1
0,1.13,1.703,0.592,1.44,2.032,2.03,0.916,1.252,1.013,1.796,1
1,1.046,1.554,0.543,1.314,1.856,1.855,0.863,1.129,0.986,1.773,1
0,1.212,1.718,0.563,1.481,2.043,2.042,0.905,1.251,1.029,1.685,1
1,1.02,1.56,0.544,1.33,1.874,1.873,0.89,1.15,1.01,1.837,1
1,1.063,1.608,0.549,1.418,1.966,1.965,0.908,1.193,1.018,1.848,1
0,1.129,1.66,0.633,1.381,2.014,2.013,0.899,1.211,1.007,1.783,1
1,1.003,1.537,0.466,1.378,1.843,1.842,0.821,1.099,0.956,1.835,1
0,1.126,1.704,0.593,1.489,2.083,2.081,0.919,1.245,1.026,1.848,1
1,1.034,1.499,0.538,1.291,1.829,1.828,0.833,1.126,0.924,1.767,1
0,1.151,1.674,0.544,1.424,1.967,1.966,0.885,1.225,1.001,1.709,1
1,1.106,1.589,0.552,1.365,1.918,1.915,0.884,1.156,1.015,1.732,1
0,1.187,1.728,0.62,1.468,2.088,2.088,0.92,1.239,1.044,1.759,1
1,1.086,1.626,0.532,1.41,1.942,1.94,0.862,1.164,0.986,1.787,1
0,1.157,1.731,0.541,1.503,2.045,2.044,0.894,1.227,1.038,1.767,1
1,1.068,1.601,0.546,1.39,1.936,1.936,0.894,1.193,0.992,1.813,1
0,1.178,1.764,0.592,1.504,2.096,2.095,0.935,1.261,1.067,1.778,1
1,1.07,1.576,0.555,1.344,1.898,1.898,0.878,1.175,0.978,1.775,1
0,1.145,1.722,0.589,1.466,2.055,2.054,0.923,1.256,1.04,1.793,1
1,1.119,1.614,0.542,1.375,1.918,1.916,0.877,1.182,0.98,1.713,1
0,1.154,1.765,0.587,1.542,2.129,2.128,0.971,1.286,1.109,1.844,1
1,1.104,1.531,0.531,1.374,1.905,1.904,0.891,1.155,0.983,1.724,1
0,1.136,1.657,0.545,1.444,1.989,1.988,0.867,1.201,0.97,1.749,1
1,1.009,1.503,0.502,1.313,1.814,1.813,0.836,1.112,0.938,1.797,1
0,1.177,1.759,0.601,1.504,2.106,2.105,0.944,1.287,1.064,1.788,1
1,1.048,1.499,0.498,1.31,1.809,1.808,0.833,1.092,0.942,1.724,1
0,1.156,1.639,0.553,1.426,1.979,1.977,0.894,1.189,1.013,1.71,1
1,1.063,1.555,0.559,1.34,1.898,1.898,0.888,1.176,0.969,1.785,1
0,1.166,1.785,0.622,1.492,2.114,2.113,0.967,1.301,1.083,1.812,1
1,1.051,1.519,0.506,1.358,1.864,1.862,0.878,1.154,0.976,1.772,1
0,1.079,1.497,0.547,1.239,1.785,1.783,0.852,1.127,0.95,1.652,1
1,1.015,1.46,0.513,1.248,1.761,1.759,0.814,1.07,0.928,1.734,1
0,1.104,1.554,0.576,1.295,1.87,1.869,0.844,1.126,0.96,1.693,1
1,1.017,1.434,0.508,1.234,1.743,1.742,0.784,1.066,0.853,1.713,1
0,1.117,1.621,0.557,1.341,1.898,1.897,0.851,1.167,0.959,1.699,1
1,1.021,1.429,0.508,1.233,1.741,1.739,0.79,1.066,0.871,1.702,1
0,1.103,1.601,0.55,1.39,1.94,1.939,0.893,1.201,0.984,1.758,1
1,0.992,1.435,0.542,1.209,1.751,1.751,0.823,1.097,0.897,1.765,1
0,1.084,1.636,0.557,1.434,1.991,1.99,0.875,1.194,0.973,1.835,1
1,1.038,1.453,0.54,1.215,1.753,1.753,0.822,1.092,0.898,1.688,1
0,1.088,1.579,0.54,1.366,1.906,1.906,0.859,1.168,0.952,1.752,1
1,1.017,1.457,0.512,1.273,1.785,1.782,0.818,1.079,0.913,1.751,1
0,1.07,1.524,0.54,1.282,1.822,1.821,0.831,1.119,0.931,1.702,1
1,1.0,1.442,0.53,1.215,1.745,1.743,0.827,1.084,0.914,1.742,1
0,1.052,1.514,0.566,1.264,1.83,1.828,0.823,1.098,0.923,1.737,1
1,0.97,1.349,0.471,1.21,1.68,1.678,0.814,1.047,0.897,1.729,1
0,1.09,1.549,0.552,1.342,1.894,1.891,0.896,1.154,1.021,1.735,1
1,1.043,1.483,0.539,1.259,1.797,1.797,0.798,1.06,0.914,1.723,1
0,1.045,1.546,0.553,1.305,1.857,1.856,0.849,1.134,0.958,1.775,1
1,1.031,1.471,0.516,1.285,1.801,1.8,0.812,1.07,0.927,1.746,1
0,1.069,1.561,0.535,1.335,1.869,1.866,0.853,1.166,0.934,1.747,1
1,1.016,1.38,0.472,1.228,1.7,1.699,0.795,1.06,0.872,1.672,1
0,1.046,1.487,0.507,1.296,1.803,1.802,0.841,1.13,0.912,1.723,1
1,1.051,1.43,0.502,1.219,1.721,1.72,0.799,1.053,0.901,1.636,1
0,1.07,1.583,0.561,1.333,1.893,1.892,0.863,1.158,0.958,1.769,1
1,0.931,1.367,0.464,1.183,1.647,1.645,0.79,1.048,0.857,1.767,1
0,1.038,1.532,0.537,1.345,1.882,1.88,0.88,1.185,0.939,1.81,1
1,1.033,1.455,0.537,1.253,1.789,1.788,0.807,1.053,0.915,1.732,1
0,1.126,1.527,0.566,1.309,1.874,1.873,0.9,1.17,0.992,1.663,1
1,1.04,1.507,0.544,1.257,1.801,1.8,0.827,1.113,0.917,1.73,1
0,1.045,1.523,0.522,1.318,1.84,1.838,0.843,1.121,0.94,1.759,1
1,0.961,1.4,0.465,1.233,1.698,1.698,0.783,1.042,0.87,1.767,1
0,1.106,1.555,0.558,1.276,1.834,1.832,0.852,1.167,0.919,1.657,1
1,1.06,1.468,0.542,1.26,1.802,1.801,0.801,1.057,0.909,1.7,1
0,1.031,1.526,0.565,1.279,1.844,1.842,0.855,1.145,0.939,1.786,1
1,1.008,1.392,0.474,1.257,1.732,1.732,0.771,1.022,0.869,1.717,1
0,1.104,1.548,0.554,1.322,1.875,1.874,0.846,1.141,0.95,1.698,1
1,1.063,1.416,0.502,1.237,1.738,1.734,0.86,1.103,0.953,1.631,1
